epochs,loss,acc
1,94.28108062410355,0.7568625
2,40.729711990857126,0.7617625
3,40.168851648283,0.761075
4,30.97374975028038,0.76925
5,29.836493367314898,0.774825
6,27.960319901680947,0.781375
7,30.55843589628935,0.785025
8,25.609184369766712,0.789325
9,23.61353100825548,0.80155
10,19.695671596026422,0.8102
11,17.380157117158173,0.8176375
12,16.67433819077015,0.8217125
13,15.604943159809428,0.826875
14,14.297240431690216,0.8305625
15,16.64624323889017,0.8316
