epochs,loss,acc
1,132.37257390556334,0.75175
2,17.106689148879052,0.773075
3,9.742932942914964,0.78565
4,4.417479820477962,0.8003
5,1.1145732764637097,0.82615
6,0.31480690854056737,0.8564
7,0.10864855871363543,0.882925
8,0.04999064194231618,0.89815
9,0.03352005157448573,0.9034125
10,0.03249943793381949,0.9065375
11,0.007773956009620451,0.9259875
12,0.055832563205924814,0.909725
13,0.033508445129951,0.9177375
14,0.08355181580909703,0.896775
15,0.020561011122120543,0.9229125
